"機關代碼","機關名稱","郵遞區號","機關地址","機關電話","主管機關代碼","主管機關名稱","傳真","機關生效日期","機關裁撤日期","機關層級","裁撤註記","新機關代碼","新機關名稱","新機關生效日","舊機關代碼","舊機關名稱"
"383062400X","高雄市立鳳林國民中學","812","高雄市小港區龍鳳路559號","07-8711130-","383040000E","高雄市政府教育局","07-8717469-","0000000","0991225","4","是","397057100X","高雄市立鳳林國民中學","0991225","",""
"383062500X","高雄市立興仁國民中學","806","高雄市前鎮區德昌路三四五號","07-8218119","383040000E","高雄市政府教育局","07-8316245","0000000","0991225","4","是","397057200X","高雄市立興仁國民中學","0991225","",""
"383062600X","高雄市立民族國民中學","807","高雄市三民區覺民路三六三號","07-3818718","383040000E","高雄市政府教育局","07-3821631","0000000","0991225","4","是","397057300X","高雄市立民族國民中學","0991225","",""
"383062700X","高雄市立龍華國民中學","803","高雄市左營區自由二路二號","07-5570720","383040000E","高雄市政府教育局","07-5571840","0000000","0991225","4","是","397057400X","高雄市立龍華國民中學","0991225","",""
"383062900X","高雄市立中山國民中學","812","高雄市小港區漢民路352號","07-8021765","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397057500X","高雄市立中山國民中學","0991225","",""
"383063000X","高雄市立陽明國民中學","807","高雄市三民區義華路166號","07-3892919","383040000E","高雄市政府教育局","07-3856103","0000000","0991225","4","是","397057600X","高雄市立陽明國民中學","0991225","",""
"383063400X","高雄市立英明國民中學","803","高雄市苓雅區英明路147號","07-7150949","383040000E","高雄市政府教育局","07-5571840","0000000","0991225","4","是","397057700X","高雄市立英明國民中學","0991225","",""
"383063500X","高雄市立明義國民中學","812","高雄市小港區明義街二號","07-7917092","383040000E","高雄市政府教育局","07-7913583","0000000","0991225","4","是","397057800X","高雄市立明義國民中學","0991225","",""
"383063700X","高雄市立正興國民中學","807","高雄市三民區覺民路850號","07-3809591-51","383040000E","高雄市政府教育局","07-3852457-","0000000","0991225","4","是","397057900X","高雄市立正興國民中學","0991225","",""
"383063900X","高雄市立國昌國民中學","811","高雄市楠梓區德民路一0一0號","07-3644300","383040000E","高雄市政府教育局","07-3644299","0000000","0991225","4","是","397058000X","高雄市立國昌國民中學","0991225","",""
"383064300X","高雄市立翠屏國民中小學","811","高雄市楠梓區翠屏里翠屏路一三五號","07-3683018","383040000E","高雄市政府教育局","07-3650119","0000000","0991225","4","是","397058100X","高雄市立翠屏國民中小學","0991225","",""
"383064400X","高雄市立明華國民中學籌備處","","","","383040000E","高雄市政府教育局","","0000000","0920610","4","是","383064600X","高雄市立明華國民中學","0920610","",""
"383064500X","高雄市立福山國民中學","813","高市左營區重信路二一五號","3501581","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397058200X","高雄市立福山國民中學","0991225","",""
"383064600X","高雄市立明華國民中學","804","高雄市鼓山區明誠三路582號","07-5502001-","383040000E","高雄市政府教育局","07-9507090-","0920610","0991225","4","是","397058300X","高雄市立明華國民中學","0991225","383064400X","高雄市立明華國民中學籌備處"
"383064700X","高雄市立餐旅國民中學","812","高雄市小港區松和路40號","07-8060705","383040000E","高雄市政府教育局","","0940701","0991225","4","是","397058400X","高雄市立餐旅國民中學","0991225","",""
"383064800X","高雄市立後勁國民中學","811","高雄市楠梓區加昌路180號","07-3654111","383040000E","高雄市政府教育局","07-3654999","0950801","0991225","4","是","397058500X","高雄市立後勁國民中學","0991225","",""
"383064900X","高雄市立龍美國民中學籌備處","","","--","383040000E","高雄市政府教育局","--","0950801","0980801","4","是","","","","",""
"383068100X","高雄市立獅甲國民中學附設補習學校","","","","383040000E","高雄市政府教育局","","0000000","0920609","4","是","","","","",""
"383070100Y","高雄市旗津區旗津國民小學","805","高雄市旗津區中洲三路623號","07-5715133","383040000E","高雄市政府教育局","07-5711317","0000000","0991225","4","是","397070100Y","高雄市旗津區旗津國民小學","0991225","",""
"383070200Y","高雄市旗津區大汕國民小學","805","高雄市旗津區中洲二路二０三號","07-5712434","383040000E","高雄市政府教育局","07-5719293","0000000","0991225","4","是","397070200Y","高雄市旗津區大汕國民小學","0991225","",""
"383070300Y","高雄市旗津區中洲國民小學","805","高雄市旗津區旗津二路275號","07-5712225","383040000E","高雄市政府教育局","07-5710316","0000000","0991225","4","是","397070300Y","高雄市旗津區中洲國民小學","0991225","",""
"383070400Y","高雄市苓雅區福康國民小學","802","高雄市苓雅區漢陽街十七號","07-7227134","383040000E","高雄市政府教育局","07-7514806","0000000","0991225","4","是","397070400Y","高雄市苓雅區福康國民小學","0991225","",""
"383070500Y","高雄市前鎮區前鎮國民小學","806","高雄市前鎮區新生路200號","07-8212448","383040000E","高雄市政府教育局","07-8416373","0000000","0991225","4","是","397070500Y","高雄市前鎮區前鎮國民小學","0991225","",""
"383070600Y","高雄市前鎮區獅甲國民小學","806","高雄市前鎮區中山三路45號","07-3311465","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397070600Y","高雄市前鎮區獅甲國民小學","0991225","",""
"383070700Y","高雄市前鎮區仁愛國民小學","806","高雄市前鎮區新衙路93號","07-8220205","383040000E","高雄市政府教育局","07-8226048","0000000","0991225","4","是","397070700Y","高雄市前鎮區仁愛國民小學","0991225","",""
"383070800Y","高雄市前鎮區樂群國民小學","806","高雄市前鎮區和平二路六十號","07-7225846","383040000E","高雄市政府教育局","07-7713993","0000000","0991225","4","是","397070800Y","高雄市前鎮區樂群國民小學","0991225","",""
"383070900Y","高雄市前鎮區愛群國民小學","806","高雄市前鎮區二聖二路一九四號","3320323","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397070900Y","高雄市前鎮區愛群國民小學","0991225","",""
"383071000Y","高雄市前鎮區復興國民小學","806","高雄市前鎮區民權二路331號","07-3351784","383040000E","高雄市政府教育局","07-3326601","0000000","0991225","4","是","397071000Y","高雄市前鎮區復興國民小學","0991225","",""
"383071100Y","高雄市前鎮區瑞豐國民小學","806","高雄市前鎮區瑞隆路一００號","07-7110846","383040000E","高雄市政府教育局","07-7258157","0000000","0991225","4","是","397071100Y","高雄市前鎮區瑞豐國民小學","0991225","",""
"383071200Y","高雄市前鎮區明正國民小學","806","高雄市前鎮區明道路二號","8319544","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397071200Y","高雄市前鎮區明正國民小學","0991225","",""
"383071300Y","高雄市苓雅區苓洲國民小學","802","高雄市苓雅區四維四路六一號","07-3351804","383040000E","高雄市政府教育局","07-3336392","0000000","0991225","4","是","397071300Y","高雄市苓雅區苓洲國民小學","0991225","",""
"383071400Y","高雄市苓雅區成功國民小學","802","高雄市苓雅區華新街五九號","07-3341882","383040000E","高雄市政府教育局","07-3302817","0000000","0991225","4","是","397071400Y","高雄市苓雅區成功國民小學","0991225","",""
"383071500Y","高雄市苓雅區五權國民小學","802","高雄市苓雅區三多二路一００號","07-7160057","383040000E","高雄市政府教育局","07-7160131","0000000","0991225","4","是","397071500Y","高雄市苓雅區五權國民小學","0991225","",""
"383071600Y","高雄市苓雅區凱旋國民小學","802","高雄市苓雅區憲政路二三五號","07-2235181","383040000E","高雄市政府教育局","07-2259506","0000000","0991225","4","是","397071600Y","高雄市苓雅區凱旋國民小學","0991225","",""
"383071700Y","高雄市苓雅區四維國民小學","802","高雄市苓雅區青年一路一０三號","07-3348199","383040000E","高雄市政府教育局","07-3361091","0000000","0991225","4","是","397071700Y","高雄市苓雅區四維國民小學","0991225","",""
"383071800Y","高雄市苓雅區福東國民小學","802","高雄市苓雅區福德三路九六號","07-7510048","383040000E","高雄市政府教育局","07-7510445","0000000","0991225","4","是","397071800Y","高雄市苓雅區福東國民小學","0991225","",""
"383071900Y","高雄市苓雅區中正國民小學","802","高雄市苓雅區輔仁路一００號","07-7225936","383040000E","高雄市政府教育局","07-7214008","0000000","0991225","4","是","397071900Y","高雄市苓雅區中正國民小學","0991225","",""
"383072000Y","高雄市新興區新興國民小學","800","高雄市新興區民生一路三二一號","07-2412110","383040000E","高雄市政府教育局","72726530","0000000","0991225","4","是","397072000Y","高雄市新興區新興國民小學","0991225","",""
"383072100Y","高雄市新興區大同國民小學","800","高雄市大同一路二三一號","07-2823016","383040000E","高雄市政府教育局","07-2722607","0000000","0991225","4","是","397072100Y","高雄市新興區大同國民小學","0991225","",""
"383072200Y","高雄市新興區信義國民小學","800","高雄市新興區中正三路32號","07-2365163","383040000E","高雄市政府教育局","07-2370441","0000000","0991225","4","是","397072200Y","高雄市新興區信義國民小學","0991225","",""
"383072300Y","高雄市新興區七賢國民小學","800","高雄市新興區七賢一路三九三號","07-2351150","383040000E","高雄市政府教育局","07-2351402","0000000","0991225","4","是","397072300Y","高雄市新興區七賢國民小學","0991225","",""
"383072400Y","高雄市前金區前金國民小學","801","高雄市前金區大同二路六一號","07-2829001","383040000E","高雄市政府教育局","07-2017039","0000000","0991225","4","是","397072400Y","高雄市前金區前金國民小學","0991225","",""
"383072500Y","高雄市前金區建國國民小學","801","高雄市前金區自立二路111號","07-2860128","383040000E","高雄市政府教育局","","0000000","0991225","4","是","397072500Y","高雄市前金區建國國民小學","0991225","",""
